141	category("Paper621", "EncryptionandCompression")
142	category("Paper743", "EncryptionandCompression")
143	category("Paper868", "Programming")
144	category("Paper62", "InformationRetrieval")
145	category("Paper626", "HardwareandArchitecture")
146	category("Paper26", "InformationRetrieval")
147	category("Paper737", "InformationRetrieval")
148	category("Paper155", "OperatingSystems")
149	category("Paper626", "Networking")
150	category("Paper138", "Databases")
151	category("Paper679", "OperatingSystems")
152	category("Paper144", "DataStructuresAlgorithmsandTheory")
153	category("Paper213", "ArtificialIntelligence")
154	category("Paper139", "DataStructuresAlgorithmsandTheory")
155	category("Paper152", "Databases")
156	category("Paper859", "HumanComputerInteraction")
157	category("Paper95", "EncryptionandCompression")
158	category("Paper25", "Programming")
159	category("Paper737", "OperatingSystems")
160	category("Paper628", "HardwareandArchitecture")
161	category("Paper26", "OperatingSystems")
162	category("Paper35", "HardwareandArchitecture")
163	category("Paper613", "Programming")
164	category("Paper294", "HardwareandArchitecture")
165	category("Paper627", "ArtificialIntelligence")
166	category("Paper504", "OperatingSystems")
167	category("Paper288", "Databases")
168	category("Paper687", "HumanComputerInteraction")
169	category("Paper823", "DataStructuresAlgorithmsandTheory")
170	category("Paper984", "OperatingSystems")
171	category("Paper117", "Programming")
172	category("Paper628", "HumanComputerInteraction")
173	category("Paper266", "OperatingSystems")
174	category("Paper870", "Networking")
175	category("Paper628", "InformationRetrieval")
176	category("Paper130", "HumanComputerInteraction")
177	category("Paper644", "Databases")
178	category("Paper173", "InformationRetrieval")
179	category("Paper54", "HumanComputerInteraction")
180	category("Paper679", "HumanComputerInteraction")
181	category("Paper887", "Databases")
182	category("Paper995", "OperatingSystems")
183	category("Paper637", "EncryptionandCompression")
184	category("Paper658", "Databases")
185	category("Paper649", "EncryptionandCompression")
186	category("Paper151", "Databases")
187	category("Paper173", "Databases")
188	category("Paper40", "Programming")
189	category("Paper491", "Databases")
190	category("Paper114", "OperatingSystems")
191	category("Paper589", "HardwareandArchitecture")
192	category("Paper599", "Databases")
193	category("Paper56", "InformationRetrieval")
194	category("Paper656", "ArtificialIntelligence")
195	category("Paper250", "OperatingSystems")
196	category("Paper906", "Databases")
197	category("Paper678", "InformationRetrieval")
198	category("Paper60", "Networking")
199	category("Paper333", "DataStructuresAlgorithmsandTheory")
200	category("Paper783", "DataStructuresAlgorithmsandTheory")
201	category("Paper644", "Programming")
202	category("Paper65", "OperatingSystems")
203	category("Paper645", "HumanComputerInteraction")
204	category("Paper148", "EncryptionandCompression")
205	category("Paper20", "HumanComputerInteraction")
206	category("Paper272", "Programming")
207	category("Paper304", "EncryptionandCompression")
208	category("Paper343", "ArtificialIntelligence")
209	category("Paper40", "EncryptionandCompression")
210	category("Paper51", "OperatingSystems")
211	category("Paper155", "DataStructuresAlgorithmsandTheory")
212	category("Paper149", "DataStructuresAlgorithmsandTheory")
213	category("Paper185", "DataStructuresAlgorithmsandTheory")
214	category("Paper139", "InformationRetrieval")
215	category("Paper642", "InformationRetrieval")
216	category("Paper628", "OperatingSystems")
217	category("Paper910", "HumanComputerInteraction")
218	category("Paper687", "InformationRetrieval")
219	category("Paper686", "HumanComputerInteraction")
220	category("Paper635", "Programming")
221	category("Paper219", "DataStructuresAlgorithmsandTheory")
222	category("Paper434", "ArtificialIntelligence")
223	category("Paper149", "HumanComputerInteraction")
224	category("Paper941", "HardwareandArchitecture")
225	category("Paper658", "HumanComputerInteraction")
226	category("Paper724", "DataStructuresAlgorithmsandTheory")
227	category("Paper656", "Programming")
228	category("Paper678", "DataStructuresAlgorithmsandTheory")
229	category("Paper659", "EncryptionandCompression")
230	category("Paper887", "Programming")
231	category("Paper681", "HardwareandArchitecture")
232	category("Paper643", "HardwareandArchitecture")
233	category("Paper173", "EncryptionandCompression")
234	category("Paper940", "InformationRetrieval")
235	category("Paper282", "Programming")
236	category("Paper22", "Programming")
237	category("Paper854", "Networking")
238	category("Paper434", "DataStructuresAlgorithmsandTheory")
239	category("Paper599", "HardwareandArchitecture")
240	category("Paper906", "Networking")
241	category("Paper264", "Programming")
242	category("Paper250", "HumanComputerInteraction")
243	category("Paper506", "EncryptionandCompression")
244	category("Paper855", "InformationRetrieval")
245	category("Paper148", "OperatingSystems")
246	category("Paper219", "EncryptionandCompression")
247	category("Paper737", "EncryptionandCompression")
248	category("Paper686", "ArtificialIntelligence")
249	category("Paper201", "InformationRetrieval")
250	category("Paper605", "OperatingSystems")
251	category("Paper684", "EncryptionandCompression")
252	category("Paper605", "Networking")
253	category("Paper593", "EncryptionandCompression")
254	category("Paper637", "HumanComputerInteraction")
255	category("Paper659", "Networking")
256	category("Paper151", "ArtificialIntelligence")
257	category("Paper502", "OperatingSystems")
258	category("Paper680", "HardwareandArchitecture")
259	category("Paper940", "HumanComputerInteraction")
260	category("Paper51", "ArtificialIntelligence")
261	category("Paper635", "HardwareandArchitecture")
262	category("Paper40", "Networking")
263	category("Paper136", "HardwareandArchitecture")
264	category("Paper65", "EncryptionandCompression")
265	category("Paper649", "HardwareandArchitecture")
266	category("Paper294", "InformationRetrieval")
267	category("Paper26", "HumanComputerInteraction")
268	category("Paper995", "HardwareandArchitecture")
269	category("Paper59", "DataStructuresAlgorithmsandTheory")
270	category("Paper783", "ArtificialIntelligence")
271	category("Paper320", "OperatingSystems")
272	category("Paper599", "InformationRetrieval")
273	category("Paper681", "HumanComputerInteraction")
274	category("Paper117", "HumanComputerInteraction")
275	category("Paper995", "ArtificialIntelligence")
276	category("Paper40", "Databases")
277	category("Paper138", "HumanComputerInteraction")
278	category("Paper870", "DataStructuresAlgorithmsandTheory")
279	category("Paper724", "Databases")
280	category("Paper941", "Networking")
281	category("Paper590", "EncryptionandCompression")
282	category("Paper906", "OperatingSystems")
283	category("Paper177", "OperatingSystems")
284	category("Paper644", "HumanComputerInteraction")
285	category("Paper831", "OperatingSystems")
286	category("Paper656", "InformationRetrieval")
287	category("Paper40", "DataStructuresAlgorithmsandTheory")
288	category("Paper65", "Networking")
289	category("Paper526", "Networking")
290	category("Paper141", "HardwareandArchitecture")
291	category("Paper434", "EncryptionandCompression")
292	category("Paper106", "HardwareandArchitecture")
293	category("Paper56", "Networking")
294	category("Paper687", "Programming")
295	category("Paper146", "HumanComputerInteraction")
296	category("Paper51", "DataStructuresAlgorithmsandTheory")
297	category("Paper100", "HumanComputerInteraction")
298	category("Paper149", "Programming")
299	category("Paper141", "InformationRetrieval")
300	category("Paper452", "HardwareandArchitecture")
301	category("Paper144", "Databases")
302	category("Paper906", "DataStructuresAlgorithmsandTheory")
303	category("Paper213", "Programming")
304	category("Paper823", "HumanComputerInteraction")
305	category("Paper783", "Networking")
306	category("Paper481", "HumanComputerInteraction")
307	category("Paper501", "HardwareandArchitecture")
308	category("Paper463", "InformationRetrieval")
309	category("Paper668", "HumanComputerInteraction")
310	category("Paper658", "EncryptionandCompression")
311	category("Paper621", "InformationRetrieval")
312	category("Paper942", "HardwareandArchitecture")
313	category("Paper870", "ArtificialIntelligence")
314	category("Paper687", "Databases")
315	category("Paper854", "Databases")
316	category("Paper424", "Databases")
317	category("Paper724", "Networking")
318	category("Paper613", "HardwareandArchitecture")
319	category("Paper201", "DataStructuresAlgorithmsandTheory")
320	category("Paper637", "OperatingSystems")
321	category("Paper590", "Networking")
322	category("Paper142", "InformationRetrieval")
323	category("Paper668", "HardwareandArchitecture")
324	category("Paper822", "Programming")
325	category("Paper589", "Programming")
326	category("Paper822", "InformationRetrieval")
327	category("Paper741", "Programming")
328	category("Paper605", "InformationRetrieval")
329	category("Paper801", "ArtificialIntelligence")
330	category("Paper150", "ArtificialIntelligence")
331	category("Paper150", "HumanComputerInteraction")
332	category("Paper148", "DataStructuresAlgorithmsandTheory")
333	category("Paper506", "Networking")
334	category("Paper591", "EncryptionandCompression")
335	category("Paper51", "HardwareandArchitecture")
336	category("Paper164", "InformationRetrieval")
337	category("Paper635", "Networking")
338	category("Paper145", "Programming")
339	category("Paper333", "EncryptionandCompression")
340	category("Paper994", "HardwareandArchitecture")
341	category("Paper859", "InformationRetrieval")
342	category("Paper282", "DataStructuresAlgorithmsandTheory")
343	category("Paper65", "Programming")
344	category("Paper659", "ArtificialIntelligence")
345	category("Paper489", "DataStructuresAlgorithmsandTheory")
346	category("Paper60", "EncryptionandCompression")
347	category("Paper91", "OperatingSystems")
348	category("Paper491", "OperatingSystems")
349	category("Paper630", "ArtificialIntelligence")
350	category("Paper642", "HumanComputerInteraction")
351	category("Paper656", "OperatingSystems")
352	category("Paper18", "EncryptionandCompression")
353	category("Paper56", "HardwareandArchitecture")
354	category("Paper526", "Databases")
355	category("Paper777", "DataStructuresAlgorithmsandTheory")
356	category("Paper642", "ArtificialIntelligence")
357	category("Paper686", "Programming")
358	category("Paper593", "HardwareandArchitecture")
359	category("Paper608", "OperatingSystems")
360	category("Paper177", "ArtificialIntelligence")
361	category("Paper502", "ArtificialIntelligence")
362	category("Paper870", "Databases")
363	category("Paper405", "HardwareandArchitecture")
364	category("Paper822", "DataStructuresAlgorithmsandTheory")
365	category("Paper106", "DataStructuresAlgorithmsandTheory")
366	category("Paper481", "Databases")
367	category("Paper621", "Databases")
368	category("Paper130", "Databases")
369	category("Paper504", "Databases")
370	category("Paper680", "EncryptionandCompression")
371	category("Paper103", "HardwareandArchitecture")
372	category("Paper95", "InformationRetrieval")
373	category("Paper637", "HardwareandArchitecture")
374	category("Paper40", "HumanComputerInteraction")
375	category("Paper212", "DataStructuresAlgorithmsandTheory")
376	category("Paper724", "EncryptionandCompression")
377	category("Paper869", "Databases")
378	category("Paper463", "Programming")
379	category("Paper25", "HumanComputerInteraction")
380	category("Paper559", "OperatingSystems")
381	category("Paper831", "Networking")
382	category("Paper899", "Databases")
383	category("Paper642", "HardwareandArchitecture")
384	category("Paper910", "ArtificialIntelligence")
385	category("Paper679", "Networking")
386	category("Paper103", "Databases")
387	category("Paper54", "InformationRetrieval")
388	category("Paper940", "Networking")
389	category("Paper942", "InformationRetrieval")
390	category("Paper304", "HardwareandArchitecture")
391	category("Paper40", "HardwareandArchitecture")
392	category("Paper940", "HardwareandArchitecture")
393	category("Paper649", "DataStructuresAlgorithmsandTheory")
394	category("Paper146", "InformationRetrieval")
395	category("Paper659", "HardwareandArchitecture")
396	category("Paper684", "ArtificialIntelligence")
397	category("Paper212", "HumanComputerInteraction")
398	category("Paper481", "ArtificialIntelligence")
399	category("Paper589", "Networking")
400	category("Paper763", "HardwareandArchitecture")
401	category("Paper651", "HumanComputerInteraction")
402	category("Paper936", "HardwareandArchitecture")
403	category("Paper184", "HardwareandArchitecture")
404	category("Paper452", "DataStructuresAlgorithmsandTheory")
405	category("Paper249", "DataStructuresAlgorithmsandTheory")
406	category("Paper659", "Databases")
407	category("Paper906", "HumanComputerInteraction")
408	category("Paper678", "ArtificialIntelligence")
409	category("Paper506", "OperatingSystems")
410	category("Paper681", "Databases")
411	category("Paper56", "DataStructuresAlgorithmsandTheory")
412	category("Paper659", "HumanComputerInteraction")
413	category("Paper138", "Programming")
414	category("Paper128", "EncryptionandCompression")
415	category("Paper213", "InformationRetrieval")
416	category("Paper173", "ArtificialIntelligence")
417	category("Paper100", "InformationRetrieval")
418	category("Paper155", "Programming")
419	category("Paper260", "Databases")
420	category("Paper219", "ArtificialIntelligence")
421	category("Paper51", "Programming")
422	category("Paper184", "Databases")
423	category("Paper593", "OperatingSystems")
424	category("Paper152", "EncryptionandCompression")
425	category("Paper155", "HumanComputerInteraction")
426	category("Paper628", "DataStructuresAlgorithmsandTheory")
427	category("Paper250", "DataStructuresAlgorithmsandTheory")
428	category("Paper128", "HardwareandArchitecture")
429	category("Paper899", "Networking")
430	category("Paper294", "ArtificialIntelligence")
431	category("Paper489", "OperatingSystems")
432	category("Paper333", "Networking")
433	category("Paper20", "Databases")
434	category("Paper635", "ArtificialIntelligence")
435	category("Paper644", "ArtificialIntelligence")
436	category("Paper304", "Databases")
437	category("Paper837", "ArtificialIntelligence")
438	category("Paper899", "DataStructuresAlgorithmsandTheory")
439	category("Paper589", "EncryptionandCompression")
440	category("Paper51", "Networking")
441	category("Paper25", "Networking")
442	category("Paper590", "ArtificialIntelligence")
443	category("Paper333", "HumanComputerInteraction")
444	category("Paper801", "Programming")
445	category("Paper266", "EncryptionandCompression")
446	category("Paper26", "DataStructuresAlgorithmsandTheory")
447	category("Paper16", "Databases")
448	category("Paper591", "InformationRetrieval")
449	category("Paper264", "Networking")
450	category("Paper40", "OperatingSystems")
451	category("Paper333", "ArtificialIntelligence")
452	category("Paper687", "DataStructuresAlgorithmsandTheory")
453	category("Paper724", "InformationRetrieval")
454	category("Paper138", "DataStructuresAlgorithmsandTheory")
455	category("Paper900", "Networking")
456	category("Paper801", "HardwareandArchitecture")
457	category("Paper502", "DataStructuresAlgorithmsandTheory")
458	category("Paper559", "EncryptionandCompression")
459	category("Paper130", "Networking")
460	category("Paper886", "InformationRetrieval")
461	category("Paper628", "ArtificialIntelligence")
462	category("Paper630", "Networking")
463	category("Paper59", "Databases")
464	category("Paper504", "Programming")
465	category("Paper742", "Programming")
466	category("Paper101", "HardwareandArchitecture")
467	category("Paper95", "HumanComputerInteraction")
468	category("Paper726", "Databases")
469	category("Paper870", "Programming")
470	category("Paper491", "Networking")
471	category("Paper597", "HumanComputerInteraction")
472	category("Paper859", "ArtificialIntelligence")
473	category("Paper173", "Networking")
474	category("Paper107", "OperatingSystems")
475	category("Paper940", "OperatingSystems")
476	category("Paper294", "EncryptionandCompression")
477	category("Paper628", "EncryptionandCompression")
478	category("Paper155", "EncryptionandCompression")
479	category("Paper145", "Networking")
480	category("Paper668", "EncryptionandCompression")
481	category("Paper260", "Networking")
482	category("Paper626", "HumanComputerInteraction")
483	category("Paper831", "EncryptionandCompression")
484	category("Paper294", "Databases")
485	category("Paper763", "Programming")
486	category("Paper626", "Databases")
487	category("Paper680", "ArtificialIntelligence")
488	category("Paper141", "OperatingSystems")
489	category("Paper559", "DataStructuresAlgorithmsandTheory")
490	category("Paper737", "DataStructuresAlgorithmsandTheory")
491	category("Paper264", "Databases")
492	category("Paper668", "Networking")
493	category("Paper54", "EncryptionandCompression")
494	category("Paper128", "Databases")
495	category("Paper870", "InformationRetrieval")
496	category("Paper142", "DataStructuresAlgorithmsandTheory")
497	category("Paper144", "InformationRetrieval")
498	category("Paper320", "HumanComputerInteraction")
499	category("Paper506", "InformationRetrieval")
500	category("Paper54", "Networking")
501	category("Paper859", "Databases")
502	category("Paper405", "DataStructuresAlgorithmsandTheory")
503	category("Paper51", "Databases")
504	category("Paper600", "ArtificialIntelligence")
505	category("Paper145", "InformationRetrieval")
506	category("Paper343", "Programming")
507	category("Paper684", "Databases")
508	category("Paper589", "HumanComputerInteraction")
509	category("Paper900", "EncryptionandCompression")
510	category("Paper643", "HumanComputerInteraction")
511	category("Paper382", "DataStructuresAlgorithmsandTheory")
512	category("Paper984", "EncryptionandCompression")
513	category("Paper128", "InformationRetrieval")
514	category("Paper590", "HumanComputerInteraction")
515	category("Paper887", "HardwareandArchitecture")
516	category("Paper608", "Networking")
517	category("Paper60", "ArtificialIntelligence")
518	category("Paper742", "ArtificialIntelligence")
519	category("Paper995", "EncryptionandCompression")
520	category("Paper645", "OperatingSystems")
521	category("Paper35", "Databases")
522	category("Paper763", "DataStructuresAlgorithmsandTheory")
523	category("Paper117", "DataStructuresAlgorithmsandTheory")
524	category("Paper910", "Programming")
525	category("Paper185", "ArtificialIntelligence")
526	category("Paper91", "Databases")
527	category("Paper831", "InformationRetrieval")
528	category("Paper151", "Networking")
529	category("Paper491", "ArtificialIntelligence")
530	category("Paper668", "ArtificialIntelligence")
531	category("Paper219", "InformationRetrieval")
532	category("Paper600", "EncryptionandCompression")
533	category("Paper687", "ArtificialIntelligence")
534	category("Paper65", "ArtificialIntelligence")
535	category("Paper54", "HardwareandArchitecture")
536	category("Paper434", "Networking")
537	category("Paper106", "InformationRetrieval")
538	category("Paper936", "HumanComputerInteraction")
539	category("Paper65", "DataStructuresAlgorithmsandTheory")
540	category("Paper56", "EncryptionandCompression")
541	category("Paper643", "EncryptionandCompression")
542	category("Paper741", "InformationRetrieval")
543	category("Paper130", "DataStructuresAlgorithmsandTheory")
544	category("Paper139", "ArtificialIntelligence")
545	category("Paper597", "ArtificialIntelligence")
546	category("Paper213", "EncryptionandCompression")
547	category("Paper449", "ArtificialIntelligence")
548	category("Paper648", "DataStructuresAlgorithmsandTheory")
549	category("Paper424", "OperatingSystems")
550	category("Paper54", "Programming")
551	category("Paper25", "EncryptionandCompression")
552	category("Paper22", "HardwareandArchitecture")
553	category("Paper610", "Databases")
554	category("Paper343", "InformationRetrieval")
555	category("Paper424", "Programming")
556	category("Paper801", "HumanComputerInteraction")
557	category("Paper870", "EncryptionandCompression")
558	category("Paper91", "InformationRetrieval")
559	category("Paper59", "HumanComputerInteraction")
560	category("Paper643", "OperatingSystems")
561	category("Paper152", "InformationRetrieval")
562	category("Paper680", "DataStructuresAlgorithmsandTheory")
563	category("Paper591", "DataStructuresAlgorithmsandTheory")
564	category("Paper146", "HardwareandArchitecture")
565	category("Paper185", "HumanComputerInteraction")
566	category("Paper906", "EncryptionandCompression")
567	category("Paper150", "Networking")
568	category("Paper40", "InformationRetrieval")
569	category("Paper592", "HardwareandArchitecture")
570	category("Paper212", "EncryptionandCompression")
571	category("Paper219", "Networking")
572	category("Paper868", "Networking")
573	category("Paper899", "HardwareandArchitecture")
574	category("Paper822", "HumanComputerInteraction")
575	category("Paper272", "ArtificialIntelligence")
576	category("Paper22", "InformationRetrieval")
577	category("Paper500", "EncryptionandCompression")
578	category("Paper504", "HumanComputerInteraction")
579	category("Paper249", "Databases")
580	category("Paper526", "EncryptionandCompression")
581	category("Paper264", "EncryptionandCompression")
582	category("Paper500", "OperatingSystems")
583	category("Paper742", "EncryptionandCompression")
584	category("Paper741", "EncryptionandCompression")
585	category("Paper304", "OperatingSystems")
586	category("Paper855", "Databases")
587	category("Paper304", "InformationRetrieval")
588	category("Paper481", "DataStructuresAlgorithmsandTheory")
589	category("Paper382", "OperatingSystems")
590	category("Paper887", "HumanComputerInteraction")
591	category("Paper502", "EncryptionandCompression")
592	category("Paper56", "Databases")
593	category("Paper141", "Databases")
594	category("Paper592", "DataStructuresAlgorithmsandTheory")
595	category("Paper593", "DataStructuresAlgorithmsandTheory")
596	category("Paper637", "DataStructuresAlgorithmsandTheory")
597	category("Paper101", "Programming")
598	category("Paper777", "Databases")
599	category("Paper637", "Databases")
600	category("Paper288", "InformationRetrieval")
601	category("Paper648", "InformationRetrieval")
602	category("Paper837", "Programming")
603	category("Paper611", "Programming")
604	category("Paper941", "EncryptionandCompression")
605	category("Paper152", "DataStructuresAlgorithmsandTheory")
606	category("Paper155", "HardwareandArchitecture")
607	category("Paper936", "ArtificialIntelligence")
608	category("Paper95", "Networking")
609	category("Paper644", "EncryptionandCompression")
610	category("Paper743", "ArtificialIntelligence")
611	category("Paper823", "Networking")
612	category("Paper320", "DataStructuresAlgorithmsandTheory")
613	category("Paper630", "HardwareandArchitecture")
614	category("Paper941", "Programming")
615	category("Paper673", "InformationRetrieval")
616	category("Paper591", "OperatingSystems")
617	category("Paper333", "InformationRetrieval")
618	category("Paper153", "OperatingSystems")
619	category("Paper597", "HardwareandArchitecture")
620	category("Paper943", "Databases")
621	category("Paper54", "DataStructuresAlgorithmsandTheory")
622	category("Paper630", "InformationRetrieval")
623	category("Paper219", "OperatingSystems")
624	category("Paper343", "EncryptionandCompression")
625	category("Paper107", "InformationRetrieval")
626	category("Paper681", "Programming")
627	category("Paper610", "HumanComputerInteraction")
628	category("Paper463", "HardwareandArchitecture")
629	category("Paper679", "DataStructuresAlgorithmsandTheory")
630	category("Paper635", "InformationRetrieval")
631	category("Paper627", "HumanComputerInteraction")
632	category("Paper627", "DataStructuresAlgorithmsandTheory")
633	category("Paper114", "HumanComputerInteraction")
634	category("Paper114", "EncryptionandCompression")
635	category("Paper651", "OperatingSystems")
636	category("Paper213", "OperatingSystems")
637	category("Paper107", "Databases")
638	category("Paper936", "DataStructuresAlgorithmsandTheory")
639	category("Paper611", "HumanComputerInteraction")
640	category("Paper502", "Programming")
641	category("Paper687", "OperatingSystems")
642	category("Paper201", "OperatingSystems")
643	category("Paper741", "HardwareandArchitecture")
644	category("Paper266", "HardwareandArchitecture")
645	category("Paper136", "HumanComputerInteraction")
646	category("Paper600", "Programming")
647	category("Paper343", "HardwareandArchitecture")
648	category("Paper294", "Networking")
649	category("Paper592", "Programming")
650	category("Paper35", "DataStructuresAlgorithmsandTheory")
651	category("Paper463", "ArtificialIntelligence")
652	category("Paper673", "OperatingSystems")
653	category("Paper887", "DataStructuresAlgorithmsandTheory")
654	category("Paper114", "DataStructuresAlgorithmsandTheory")
655	category("Paper608", "HardwareandArchitecture")
656	category("Paper25", "InformationRetrieval")
657	category("Paper501", "EncryptionandCompression")
658	category("Paper592", "EncryptionandCompression")
659	category("Paper91", "Programming")
660	category("Paper106", "HumanComputerInteraction")
661	category("Paper597", "Networking")
662	category("Paper684", "HumanComputerInteraction")
663	category("Paper687", "Networking")
664	category("Paper658", "DataStructuresAlgorithmsandTheory")
665	category("Paper463", "HumanComputerInteraction")
666	category("Paper684", "HardwareandArchitecture")
667	category("Paper994", "HumanComputerInteraction")
668	category("Paper649", "Databases")
669	category("Paper502", "HardwareandArchitecture")
670	category("Paper559", "Networking")
671	category("Paper382", "HardwareandArchitecture")
672	category("Paper149", "OperatingSystems")
673	category("Paper656", "DataStructuresAlgorithmsandTheory")
674	category("Paper59", "OperatingSystems")
675	category("Paper95", "Programming")
676	category("Paper404", "EncryptionandCompression")
677	category("Paper434", "Databases")
678	category("Paper142", "ArtificialIntelligence")
679	category("Paper984", "DataStructuresAlgorithmsandTheory")
680	category("Paper679", "Databases")
681	category("Paper404", "ArtificialIntelligence")
682	category("Paper138", "Networking")
683	category("Paper837", "InformationRetrieval")
684	category("Paper272", "OperatingSystems")
685	category("Paper264", "HumanComputerInteraction")
686	category("Paper22", "ArtificialIntelligence")
687	category("Paper106", "Programming")
